,block_table,9.4.193.166:9866,9.4.193.199:9866,9.4.193.187:9866,9.4.193.228:9866,9.4.193.110:9866
39,partsupp.tbl,1.0,1.0,1.0,0.0,0.0
40,partsupp.tbl,0.0,1.0,0.0,1.0,1.0
41,partsupp.tbl,0.0,1.0,1.0,0.0,1.0
42,partsupp.tbl,0.0,0.0,1.0,1.0,1.0
43,partsupp.tbl,1.0,0.0,1.0,1.0,0.0
44,partsupp.tbl,0.0,0.0,1.0,1.0,1.0
45,partsupp.tbl,1.0,1.0,1.0,0.0,0.0
46,partsupp.tbl,1.0,0.0,1.0,0.0,1.0
47,partsupp.tbl,1.0,0.0,1.0,1.0,0.0
48,partsupp.tbl,0.0,1.0,0.0,1.0,1.0
49,partsupp.tbl,0.0,1.0,1.0,1.0,0.0
50,partsupp.tbl,0.0,1.0,0.0,1.0,1.0
51,partsupp.tbl,1.0,0.0,1.0,0.0,1.0
52,partsupp.tbl,0.0,1.0,1.0,0.0,1.0
53,partsupp.tbl,1.0,1.0,1.0,0.0,0.0
54,partsupp.tbl,1.0,0.0,1.0,0.0,1.0
55,partsupp.tbl,1.0,1.0,0.0,0.0,1.0
56,partsupp.tbl,1.0,0.0,0.0,1.0,1.0
57,partsupp.tbl,1.0,0.0,0.0,1.0,1.0
58,partsupp.tbl,0.0,1.0,1.0,1.0,0.0
59,partsupp.tbl,1.0,1.0,0.0,0.0,1.0
60,partsupp.tbl,1.0,1.0,0.0,0.0,1.0
61,partsupp.tbl,1.0,0.0,0.0,1.0,1.0
62,partsupp.tbl,1.0,1.0,1.0,0.0,0.0
63,partsupp.tbl,1.0,0.0,1.0,1.0,0.0
64,partsupp.tbl,0.0,0.0,1.0,1.0,1.0
65,partsupp.tbl,0.0,1.0,1.0,0.0,1.0
66,partsupp.tbl,1.0,0.0,1.0,0.0,1.0
67,partsupp.tbl,1.0,1.0,0.0,0.0,1.0
68,nation.tbl,1.0,1.0,1.0,1.0,1.0
69,orders.tbl,1.0,0.0,1.0,0.0,1.0
70,orders.tbl,1.0,0.0,0.0,1.0,1.0
71,orders.tbl,1.0,0.0,1.0,1.0,0.0
72,orders.tbl,1.0,1.0,1.0,0.0,0.0
73,orders.tbl,0.0,1.0,0.0,1.0,1.0
74,orders.tbl,0.0,1.0,1.0,1.0,0.0
75,orders.tbl,0.0,1.0,1.0,1.0,0.0
76,orders.tbl,1.0,0.0,1.0,1.0,0.0
77,orders.tbl,1.0,0.0,1.0,1.0,0.0
78,orders.tbl,1.0,1.0,0.0,1.0,0.0
79,orders.tbl,1.0,1.0,1.0,0.0,0.0
80,orders.tbl,1.0,1.0,0.0,0.0,1.0
81,orders.tbl,0.0,1.0,0.0,1.0,1.0
82,orders.tbl,1.0,1.0,0.0,1.0,0.0
83,orders.tbl,0.0,0.0,1.0,1.0,1.0
84,orders.tbl,0.0,1.0,1.0,1.0,0.0
85,orders.tbl,0.0,1.0,1.0,1.0,0.0
86,orders.tbl,1.0,0.0,1.0,0.0,1.0
87,orders.tbl,0.0,1.0,1.0,0.0,1.0
88,orders.tbl,1.0,0.0,1.0,0.0,1.0
89,orders.tbl,1.0,1.0,1.0,0.0,0.0
90,orders.tbl,0.0,1.0,1.0,0.0,1.0
91,orders.tbl,1.0,0.0,1.0,0.0,1.0
92,orders.tbl,0.0,1.0,1.0,0.0,1.0
93,orders.tbl,1.0,1.0,1.0,0.0,0.0
94,orders.tbl,0.0,0.0,1.0,1.0,1.0
95,orders.tbl,1.0,0.0,1.0,0.0,1.0
96,orders.tbl,1.0,1.0,0.0,0.0,1.0
97,orders.tbl,1.0,0.0,0.0,1.0,1.0
98,orders.tbl,1.0,1.0,1.0,0.0,0.0
99,orders.tbl,1.0,0.0,1.0,1.0,0.0
100,orders.tbl,1.0,0.0,1.0,0.0,1.0
101,orders.tbl,0.0,1.0,1.0,0.0,1.0
102,orders.tbl,0.0,1.0,0.0,1.0,1.0
103,orders.tbl,1.0,1.0,0.0,1.0,0.0
104,orders.tbl,1.0,1.0,1.0,0.0,0.0
105,orders.tbl,1.0,0.0,1.0,0.0,1.0
106,orders.tbl,0.0,1.0,0.0,1.0,1.0
107,orders.tbl,0.0,1.0,1.0,0.0,1.0
108,orders.tbl,1.0,1.0,0.0,1.0,0.0
109,orders.tbl,1.0,1.0,0.0,0.0,1.0
110,orders.tbl,1.0,0.0,1.0,1.0,0.0
111,orders.tbl,1.0,0.0,1.0,0.0,1.0
112,orders.tbl,0.0,0.0,1.0,1.0,1.0
113,orders.tbl,1.0,1.0,0.0,0.0,1.0
114,orders.tbl,1.0,0.0,1.0,1.0,0.0
115,orders.tbl,1.0,0.0,0.0,1.0,1.0
116,orders.tbl,0.0,0.0,1.0,1.0,1.0
117,orders.tbl,0.0,0.0,1.0,1.0,1.0
118,orders.tbl,0.0,1.0,1.0,0.0,1.0
119,orders.tbl,1.0,0.0,1.0,1.0,0.0
120,orders.tbl,0.0,1.0,0.0,1.0,1.0
121,orders.tbl,0.0,1.0,1.0,1.0,0.0
122,orders.tbl,1.0,0.0,1.0,0.0,1.0
123,orders.tbl,1.0,1.0,0.0,1.0,0.0
124,orders.tbl,0.0,1.0,1.0,1.0,0.0
125,orders.tbl,0.0,1.0,1.0,0.0,1.0
126,orders.tbl,0.0,1.0,0.0,1.0,1.0
127,orders.tbl,1.0,1.0,1.0,0.0,0.0
128,orders.tbl,1.0,1.0,1.0,0.0,0.0
129,orders.tbl,0.0,1.0,1.0,0.0,1.0
130,orders.tbl,1.0,0.0,0.0,1.0,1.0
131,orders.tbl,1.0,0.0,1.0,0.0,1.0
132,orders.tbl,0.0,1.0,0.0,1.0,1.0
133,orders.tbl,0.0,1.0,0.0,1.0,1.0
134,orders.tbl,1.0,1.0,0.0,0.0,1.0
135,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
136,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
137,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
138,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
139,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
140,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
141,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
142,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
143,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
144,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
145,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
146,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
147,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
148,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
149,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
150,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
151,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
152,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
153,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
154,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
155,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
156,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
157,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
158,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
159,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
160,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
161,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
162,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
163,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
164,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
165,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
166,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
167,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
168,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
169,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
170,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
171,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
172,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
173,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
174,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
175,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
176,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
177,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
178,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
179,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
180,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
181,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
182,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
183,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
184,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
185,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
186,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
187,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
188,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
189,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
190,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
191,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
192,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
193,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
194,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
195,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
196,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
197,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
198,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
199,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
200,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
201,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
202,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
203,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
204,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
205,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
206,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
207,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
208,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
209,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
210,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
211,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
212,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
213,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
214,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
215,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
216,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
217,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
218,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
219,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
220,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
221,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
222,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
223,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
224,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
225,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
226,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
227,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
228,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
229,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
230,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
231,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
232,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
233,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
234,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
235,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
236,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
237,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
238,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
239,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
240,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
241,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
242,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
243,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
244,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
245,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
246,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
247,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
248,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
249,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
250,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
251,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
252,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
253,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
254,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
255,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
256,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
257,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
258,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
259,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
260,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
261,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
262,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
263,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
264,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
265,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
266,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
267,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
268,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
269,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
270,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
271,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
272,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
273,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
274,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
275,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
276,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
277,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
278,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
279,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
280,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
281,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
282,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
283,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
284,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
285,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
286,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
287,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
288,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
289,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
290,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
291,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
292,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
293,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
294,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
295,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
296,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
297,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
298,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
299,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
300,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
301,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
302,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
303,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
304,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
305,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
306,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
307,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
308,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
309,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
310,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
311,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
312,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
313,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
314,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
315,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
316,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
317,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
318,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
319,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
320,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
321,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
322,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
323,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
324,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
325,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
326,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
327,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
328,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
329,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
330,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
331,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
332,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
333,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
334,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
335,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
336,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
337,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
338,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
339,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
340,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
341,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
342,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
343,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
344,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
345,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
346,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
347,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
348,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
349,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
350,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
351,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
352,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
353,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
354,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
355,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
356,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
357,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
358,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
359,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
360,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
361,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
362,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
363,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
364,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
365,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
366,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
367,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
368,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
369,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
370,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
371,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
372,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
373,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
374,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
375,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
376,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
377,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
378,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
379,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
380,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
381,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
382,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
383,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
384,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
385,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
386,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
387,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
388,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
389,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
390,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
391,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
392,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
393,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
394,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
395,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
396,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
397,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
398,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
399,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
400,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
401,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
402,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
403,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
404,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
405,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
406,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
407,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
408,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
409,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
410,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
411,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
412,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
413,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
414,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
415,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
416,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
417,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
418,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
419,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
420,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
421,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
422,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
423,lineitem.tbl,1.0,1.0,1.0,1.0,0.0
424,lineitem.tbl,1.0,0.0,1.0,1.0,1.0
425,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
426,lineitem.tbl,1.0,1.0,0.0,1.0,1.0
427,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
428,lineitem.tbl,0.0,1.0,1.0,1.0,1.0
429,lineitem.tbl,1.0,1.0,1.0,0.0,1.0
